user_id,login_time,login_hour,ip_score,label
u0092,21:47 PM,21,0.87,anomaly
u0416,10:07 AM,10,0.21,normal
u0305,21:54 PM,21,0.87,anomaly
u0026,16:07 PM,16,0.09,normal
u0420,15:05 PM,15,0.08,normal
u0450,10:01 AM,10,0.14,normal
u0228,16:26 PM,16,0.15,normal
u0323,08:11 AM,8,0.09,normal
u0108,18:18 PM,18,0.21,normal
u0365,06:46 AM,6,0.89,anomaly
u0423,16:42 PM,16,0.39,normal
u0322,11:09 AM,11,0.15,normal
u0389,23:48 PM,23,0.66,anomaly
u0335,02:03 AM,2,0.6,anomaly
u0272,21:35 PM,21,0.6,anomaly
u0299,05:28 AM,5,0.92,anomaly
u0108,16:49 PM,16,0.28,normal
u0119,08:16 AM,8,0.11,normal
u0447,18:59 PM,18,0.42,normal
u0368,08:19 AM,8,0.04,normal
u0328,07:28 AM,7,0.72,anomaly
u0305,06:36 AM,6,0.86,anomaly
u0053,18:14 PM,18,0.34,normal
u0324,18:13 PM,18,0.39,normal
u0097,10:41 AM,10,0.16,normal
u0213,15:04 PM,15,0.09,normal
u0106,07:18 AM,7,0.95,anomaly
u0337,01:31 AM,1,0.95,anomaly
u0313,11:17 AM,11,0.13,normal
u0152,19:01 PM,19,0.75,anomaly
u0229,03:42 AM,3,0.86,anomaly
u0025,06:30 AM,6,0.76,anomaly
u0441,10:32 AM,10,0.23,normal
u0135,07:54 AM,7,0.84,anomaly
u0258,02:26 AM,2,0.86,anomaly
u0222,14:40 PM,14,0.28,normal
u0416,03:41 AM,3,0.9,anomaly
u0012,14:58 PM,14,0.28,normal
u0307,04:07 AM,4,0.9,anomaly
u0487,03:00 AM,3,0.89,anomaly
u0453,21:57 PM,21,0.81,anomaly
u0086,08:08 AM,8,0.07,normal
u0117,13:55 PM,13,0.43,normal
u0075,02:24 AM,2,0.89,anomaly
u0070,04:05 AM,4,0.75,anomaly
u0160,16:50 PM,16,0.39,normal
u0414,05:54 AM,5,1.0,anomaly
u0425,04:12 AM,4,0.81,anomaly
u0232,01:41 AM,1,0.73,anomaly
u0479,22:37 PM,22,0.82,anomaly
u0042,03:18 AM,3,0.89,anomaly
u0065,09:48 AM,9,0.07,normal
u0052,21:16 PM,21,0.56,anomaly
u0082,04:38 AM,4,0.74,anomaly
u0428,15:19 PM,15,0.33,normal
u0180,13:57 PM,13,0.21,normal
u0028,02:15 AM,2,1.0,anomaly
u0309,06:32 AM,6,0.89,anomaly
u0259,03:46 AM,3,0.54,anomaly
u0232,18:43 PM,18,0.13,normal
u0215,17:11 PM,17,0.25,normal
u0339,02:10 AM,2,0.84,anomaly
u0405,01:15 AM,1,0.9,anomaly
u0353,19:40 PM,19,0.71,anomaly
u0430,08:45 AM,8,0.0,normal
u0275,06:15 AM,6,0.84,anomaly
u0139,22:05 PM,22,0.63,anomaly
u0031,03:57 AM,3,0.76,anomaly
u0446,07:33 AM,7,0.91,anomaly
u0490,08:14 AM,8,0.22,normal
u0098,17:06 PM,17,0.37,normal
u0402,05:15 AM,5,0.73,anomaly
u0042,10:18 AM,10,0.07,normal
u0055,21:57 PM,21,0.81,anomaly
u0498,09:51 AM,9,0.19,normal
u0402,12:07 PM,12,0.35,normal
u0333,19:34 PM,19,0.7,anomaly
u0378,20:08 PM,20,0.77,anomaly
u0481,10:59 AM,10,0.21,normal
u0043,09:08 AM,9,0.19,normal
u0445,03:50 AM,3,0.78,anomaly
u0336,17:12 PM,17,0.2,normal
u0385,05:01 AM,5,0.69,anomaly
u0493,04:56 AM,4,0.81,anomaly
u0385,09:01 AM,9,0.31,normal
u0500,01:19 AM,1,0.94,anomaly
u0396,11:46 AM,11,0.07,normal
u0168,07:10 AM,7,0.87,anomaly
u0341,20:40 PM,20,0.81,anomaly
u0462,09:51 AM,9,0.27,normal
u0248,02:23 AM,2,0.81,anomaly
u0448,22:45 PM,22,0.75,anomaly
u0117,14:58 PM,14,0.28,normal
u0178,13:01 PM,13,0.25,normal
u0088,16:24 PM,16,0.27,normal
u0366,16:59 PM,16,0.13,normal
u0269,09:25 AM,9,0.24,normal
u0134,16:08 PM,16,0.23,normal
u0220,05:10 AM,5,0.99,anomaly
u0100,13:16 PM,13,0.29,normal
u0492,03:16 AM,3,0.91,anomaly
u0387,10:24 AM,10,0.11,normal
u0379,11:10 AM,11,0.1,normal
u0142,14:06 PM,14,0.12,normal
u0198,20:37 PM,20,0.92,anomaly
u0452,17:31 PM,17,0.23,normal
u0356,04:27 AM,4,0.76,anomaly
u0157,10:47 AM,10,0.19,normal
u0317,11:20 AM,11,0.16,normal
u0104,05:52 AM,5,0.85,anomaly
u0019,00:00 AM,0,0.86,anomaly
u0396,07:25 AM,7,0.72,anomaly
u0393,21:35 PM,21,0.76,anomaly
u0261,06:39 AM,6,0.85,anomaly
u0095,09:41 AM,9,0.25,normal
u0195,12:14 PM,12,0.32,normal
u0429,19:11 PM,19,0.79,anomaly
u0074,04:06 AM,4,0.79,anomaly
u0187,11:38 AM,11,0.02,normal
u0475,21:24 PM,21,0.94,anomaly
u0176,21:12 PM,21,0.82,anomaly
u0075,15:36 PM,15,0.0,normal
u0198,20:26 PM,20,0.93,anomaly
u0229,05:09 AM,5,0.84,anomaly
u0116,16:13 PM,16,0.15,normal
u0239,01:07 AM,1,0.6,anomaly
u0127,14:51 PM,14,0.37,normal
u0136,13:34 PM,13,0.25,normal
u0143,02:35 AM,2,0.6,anomaly
u0069,23:59 PM,23,0.95,anomaly
u0088,08:24 AM,8,0.14,normal
u0059,06:10 AM,6,0.92,anomaly
u0481,00:58 AM,0,0.86,anomaly
u0277,15:17 PM,15,0.27,normal
u0271,10:03 AM,10,0.15,normal
u0354,09:07 AM,9,0.12,normal
u0001,08:33 AM,8,0.23,normal
u0339,09:02 AM,9,0.22,normal
u0328,01:25 AM,1,0.9,anomaly
u0095,13:33 PM,13,0.2,normal
u0169,23:08 PM,23,0.81,anomaly
u0027,17:36 PM,17,0.25,normal
u0265,11:08 AM,11,0.21,normal
u0378,15:18 PM,15,0.37,normal
u0210,16:57 PM,16,0.11,normal
u0386,22:17 PM,22,0.67,anomaly
u0350,06:33 AM,6,0.74,anomaly
u0220,04:13 AM,4,0.79,anomaly
u0337,08:32 AM,8,0.14,normal
u0004,19:53 PM,19,0.79,anomaly
u0132,05:30 AM,5,0.8,anomaly
u0097,13:37 PM,13,0.3,normal
u0367,13:27 PM,13,0.16,normal
u0471,17:31 PM,17,0.14,normal
u0059,10:53 AM,10,0.27,normal
u0341,10:26 AM,10,0.12,normal
u0048,18:29 PM,18,0.04,normal
u0351,04:09 AM,4,0.96,anomaly
u0118,23:41 PM,23,0.63,anomaly
u0178,11:32 AM,11,0.12,normal
u0061,07:07 AM,7,0.85,anomaly
u0012,09:44 AM,9,0.21,normal
u0056,19:38 PM,19,0.81,anomaly
u0082,20:01 PM,20,0.91,anomaly
u0452,03:53 AM,3,0.77,anomaly
u0216,11:35 AM,11,0.36,normal
u0320,19:19 PM,19,1.0,anomaly
u0406,21:32 PM,21,0.81,anomaly
u0287,05:43 AM,5,0.8,anomaly
u0103,08:46 AM,8,0.23,normal
u0308,00:19 AM,0,0.84,anomaly
u0352,01:41 AM,1,0.98,anomaly
u0160,10:04 AM,10,0.33,normal
u0243,18:07 PM,18,0.3,normal
u0018,09:35 AM,9,0.05,normal
u0241,11:28 AM,11,0.28,normal
u0383,15:01 PM,15,0.14,normal
u0297,10:22 AM,10,0.07,normal
u0354,00:05 AM,0,0.83,anomaly
u0420,07:30 AM,7,0.75,anomaly
u0130,11:53 AM,11,0.34,normal
u0375,16:47 PM,16,0.28,normal
u0464,09:23 AM,9,0.3,normal
u0085,08:55 AM,8,0.2,normal
u0356,16:07 PM,16,0.22,normal
u0189,07:06 AM,7,0.85,anomaly
u0163,15:00 PM,15,0.12,normal
u0071,04:45 AM,4,0.64,anomaly
u0270,05:21 AM,5,0.76,anomaly
u0262,07:43 AM,7,0.8,anomaly
u0094,03:45 AM,3,0.88,anomaly
u0058,11:52 AM,11,0.12,normal
u0408,16:09 PM,16,0.22,normal
u0397,11:11 AM,11,0.15,normal
u0467,14:21 PM,14,0.28,normal
u0391,14:33 PM,14,0.24,normal
u0238,15:10 PM,15,0.45,normal
u0469,16:53 PM,16,0.05,normal
u0114,18:05 PM,18,0.17,normal
u0057,16:36 PM,16,0.28,normal
u0194,06:47 AM,6,0.69,anomaly
u0079,22:55 PM,22,0.78,anomaly
u0024,17:57 PM,17,0.09,normal
u0222,08:29 AM,8,0.22,normal
u0393,23:31 PM,23,0.81,anomaly
u0415,04:55 AM,4,0.9,anomaly
u0339,22:47 PM,22,0.8,anomaly
u0076,07:57 AM,7,0.65,anomaly
u0304,04:09 AM,4,0.76,anomaly
u0199,10:42 AM,10,0.29,normal
u0445,03:27 AM,3,0.64,anomaly
u0120,10:33 AM,10,0.21,normal
u0143,10:14 AM,10,0.24,normal
u0492,15:30 PM,15,0.21,normal
u0177,14:12 PM,14,0.22,normal
u0335,12:15 PM,12,0.18,normal
u0283,14:24 PM,14,0.33,normal
u0476,03:57 AM,3,0.9,anomaly
u0498,18:54 PM,18,0.18,normal
u0024,19:32 PM,19,0.71,anomaly
u0086,09:36 AM,9,0.04,normal
u0287,07:48 AM,7,0.7,anomaly
u0070,03:31 AM,3,0.76,anomaly
u0147,00:39 AM,0,0.53,anomaly
u0461,13:21 PM,13,0.12,normal
u0123,09:59 AM,9,0.22,normal
u0225,10:40 AM,10,0.23,normal
u0123,14:53 PM,14,0.23,normal
u0076,00:03 AM,0,0.65,anomaly
u0206,22:06 PM,22,0.94,anomaly
u0309,17:46 PM,17,0.19,normal
u0066,03:25 AM,3,0.7,anomaly
u0420,17:34 PM,17,0.11,normal
u0128,04:02 AM,4,0.66,anomaly
u0294,06:00 AM,6,0.8,anomaly
u0270,12:42 PM,12,0.23,normal
u0417,17:06 PM,17,0.09,normal
u0292,08:29 AM,8,0.22,normal
u0376,01:34 AM,1,0.75,anomaly
u0005,18:51 PM,18,0.06,normal
u0189,09:48 AM,9,0.12,normal
u0412,05:57 AM,5,0.71,anomaly
u0326,13:05 PM,13,0.05,normal
u0363,11:45 AM,11,0.0,normal
u0275,10:48 AM,10,0.28,normal
u0315,02:24 AM,2,0.87,anomaly
u0104,06:55 AM,6,0.7,anomaly
u0039,16:18 PM,16,0.07,normal
u0307,09:15 AM,9,0.14,normal
u0397,16:56 PM,16,0.27,normal
u0135,06:39 AM,6,0.87,anomaly
u0379,08:35 AM,8,0.25,normal
u0123,15:56 PM,15,0.25,normal
u0140,11:38 AM,11,0.15,normal
u0346,16:00 PM,16,0.09,normal
u0240,02:09 AM,2,0.82,anomaly
u0263,15:04 PM,15,0.17,normal
u0042,07:29 AM,7,0.82,anomaly
u0127,07:08 AM,7,0.75,anomaly
u0040,13:08 PM,13,0.26,normal
u0178,22:01 PM,22,0.82,anomaly
u0208,12:47 PM,12,0.33,normal
u0433,15:24 PM,15,0.21,normal
u0261,23:12 PM,23,0.9,anomaly
u0273,09:57 AM,9,0.08,normal
u0268,08:18 AM,8,0.08,normal
u0278,20:56 PM,20,0.98,anomaly
u0070,00:25 AM,0,0.84,anomaly
u0200,23:24 PM,23,0.77,anomaly
u0288,09:32 AM,9,0.25,normal
u0270,17:04 PM,17,0.34,normal
u0317,00:17 AM,0,0.74,anomaly
u0060,14:41 PM,14,0.22,normal
u0314,09:13 AM,9,0.09,normal
u0147,07:42 AM,7,0.88,anomaly
u0176,10:26 AM,10,0.04,normal
u0356,00:49 AM,0,0.84,anomaly
u0226,08:23 AM,8,0.2,normal
u0061,12:44 PM,12,0.38,normal
u0402,06:38 AM,6,0.74,anomaly
u0117,05:59 AM,5,0.7,anomaly
u0342,22:44 PM,22,0.76,anomaly
u0024,15:52 PM,15,0.22,normal
u0048,17:24 PM,17,0.44,normal
u0431,18:45 PM,18,0.37,normal
u0482,16:30 PM,16,0.13,normal
u0380,07:25 AM,7,0.69,anomaly
u0485,22:25 PM,22,0.81,anomaly
u0491,10:19 AM,10,0.22,normal
u0052,07:27 AM,7,0.68,anomaly
u0250,07:09 AM,7,0.75,anomaly
u0444,23:58 PM,23,0.82,anomaly
u0189,19:48 PM,19,1.0,anomaly
u0243,19:25 PM,19,0.84,anomaly
u0136,09:03 AM,9,0.17,normal
u0309,03:43 AM,3,0.92,anomaly
u0239,01:48 AM,1,0.69,anomaly
u0275,12:37 PM,12,0.52,normal
u0434,22:32 PM,22,1.0,anomaly
u0472,15:08 PM,15,0.23,normal
u0408,15:58 PM,15,0.23,normal
u0145,08:12 AM,8,0.18,normal
u0251,06:24 AM,6,0.8,anomaly
u0141,01:01 AM,1,0.83,anomaly
u0210,03:03 AM,3,0.9,anomaly
u0124,10:33 AM,10,0.4,normal
u0279,20:27 PM,20,0.91,anomaly
u0457,18:34 PM,18,0.19,normal
u0140,19:06 PM,19,0.74,anomaly
u0347,02:32 AM,2,0.91,anomaly
u0074,13:36 PM,13,0.17,normal
u0292,01:47 AM,1,0.91,anomaly
u0093,10:43 AM,10,0.25,normal
u0226,16:01 PM,16,0.21,normal
u0441,11:26 AM,11,0.31,normal
u0419,15:30 PM,15,0.23,normal
u0156,04:34 AM,4,0.76,anomaly
u0208,10:32 AM,10,0.26,normal
u0465,21:32 PM,21,0.87,anomaly
u0350,23:43 PM,23,0.81,anomaly
u0267,22:31 PM,22,0.69,anomaly
u0190,20:46 PM,20,0.71,anomaly
u0414,20:22 PM,20,0.84,anomaly
u0409,13:32 PM,13,0.1,normal
u0367,14:33 PM,14,0.12,normal
u0072,09:10 AM,9,0.35,normal
u0306,16:40 PM,16,0.24,normal
u0061,02:06 AM,2,0.67,anomaly
u0073,16:18 PM,16,0.2,normal
u0127,23:02 PM,23,0.88,anomaly
u0305,05:55 AM,5,0.8,anomaly
u0205,08:16 AM,8,0.16,normal
u0119,18:18 PM,18,0.26,normal
u0141,17:20 PM,17,0.27,normal
u0087,13:35 PM,13,0.0,normal
u0304,08:11 AM,8,0.24,normal
u0312,03:54 AM,3,0.76,anomaly
u0453,21:45 PM,21,0.96,anomaly
u0102,07:38 AM,7,0.74,anomaly
u0480,13:26 PM,13,0.28,normal
u0015,11:37 AM,11,0.28,normal
u0318,08:56 AM,8,0.38,normal
u0087,23:48 PM,23,0.88,anomaly
u0183,16:23 PM,16,0.21,normal
u0398,14:35 PM,14,0.33,normal
u0231,12:53 PM,12,0.16,normal
u0241,03:24 AM,3,0.55,anomaly
u0132,12:50 PM,12,0.27,normal
u0060,22:15 PM,22,0.95,anomaly
u0084,12:41 PM,12,0.42,normal
u0171,09:12 AM,9,0.24,normal
u0084,07:31 AM,7,0.81,anomaly
u0019,12:52 PM,12,0.3,normal
u0238,00:06 AM,0,0.65,anomaly
u0431,18:31 PM,18,0.14,normal
u0369,11:40 AM,11,0.13,normal
u0475,18:11 PM,18,0.27,normal
u0051,21:16 PM,21,0.91,anomaly
u0197,21:16 PM,21,0.82,anomaly
u0183,11:43 AM,11,0.11,normal
u0296,14:16 PM,14,0.17,normal
u0202,01:25 AM,1,0.82,anomaly
u0132,12:54 PM,12,0.05,normal
u0066,08:17 AM,8,0.22,normal
u0084,14:56 PM,14,0.37,normal
u0438,22:18 PM,22,0.84,anomaly
u0477,20:04 PM,20,0.83,anomaly
u0436,01:44 AM,1,0.8,anomaly
u0192,15:35 PM,15,0.21,normal
u0354,06:00 AM,6,0.87,anomaly
u0198,03:26 AM,3,0.67,anomaly
u0329,20:23 PM,20,0.82,anomaly
u0166,02:27 AM,2,0.68,anomaly
u0231,01:28 AM,1,0.9,anomaly
u0138,00:33 AM,0,0.95,anomaly
u0244,14:06 PM,14,0.34,normal
u0295,04:58 AM,4,0.79,anomaly
u0448,14:26 PM,14,0.33,normal
u0263,15:52 PM,15,0.24,normal
u0004,10:19 AM,10,0.21,normal
u0226,03:09 AM,3,0.81,anomaly
u0457,09:55 AM,9,0.21,normal
u0365,06:20 AM,6,0.74,anomaly
u0149,05:07 AM,5,0.87,anomaly
u0208,07:26 AM,7,0.99,anomaly
u0324,12:44 PM,12,0.24,normal
u0046,09:36 AM,9,0.26,normal
u0325,09:51 AM,9,0.16,normal
u0455,03:17 AM,3,1.0,anomaly
u0199,09:03 AM,9,0.2,normal
u0298,03:17 AM,3,0.76,anomaly
u0255,05:20 AM,5,0.94,anomaly
u0343,16:26 PM,16,0.18,normal
u0365,13:17 PM,13,0.29,normal
u0203,10:21 AM,10,0.11,normal
u0353,20:11 PM,20,0.9,anomaly
u0058,14:50 PM,14,0.1,normal
u0161,13:43 PM,13,0.08,normal
u0212,14:33 PM,14,0.11,normal
u0419,11:23 AM,11,0.26,normal
u0136,23:19 PM,23,0.72,anomaly
u0157,00:24 AM,0,0.75,anomaly
u0189,10:34 AM,10,0.4,normal
u0243,11:44 AM,11,0.32,normal
u0093,00:27 AM,0,0.83,anomaly
u0037,16:32 PM,16,0.19,normal
u0222,07:55 AM,7,0.95,anomaly
u0187,00:02 AM,0,0.77,anomaly
u0426,22:49 PM,22,0.9,anomaly
u0296,11:07 AM,11,0.25,normal
u0023,21:43 PM,21,0.97,anomaly
u0364,07:43 AM,7,0.82,anomaly
u0258,08:52 AM,8,0.17,normal
u0467,09:21 AM,9,0.14,normal
u0412,15:41 PM,15,0.25,normal
u0130,23:28 PM,23,0.85,anomaly
u0492,14:30 PM,14,0.08,normal
u0172,12:28 PM,12,0.23,normal
u0116,06:48 AM,6,0.77,anomaly
u0170,13:04 PM,13,0.08,normal
u0141,17:23 PM,17,0.33,normal
u0312,23:39 PM,23,0.86,anomaly
u0310,01:38 AM,1,0.84,anomaly
u0267,22:28 PM,22,0.77,anomaly
u0280,10:31 AM,10,0.23,normal
u0350,01:22 AM,1,0.86,anomaly
u0307,20:56 PM,20,0.65,anomaly
u0371,15:36 PM,15,0.17,normal
u0173,06:19 AM,6,0.74,anomaly
u0416,13:05 PM,13,0.23,normal
u0478,21:57 PM,21,0.93,anomaly
u0493,21:08 PM,21,0.82,anomaly
u0484,12:17 PM,12,0.19,normal
u0195,19:15 PM,19,0.81,anomaly
u0072,03:19 AM,3,0.74,anomaly
u0294,08:00 AM,8,0.17,normal
u0500,02:58 AM,2,0.91,anomaly
u0084,08:55 AM,8,0.14,normal
u0073,10:30 AM,10,0.03,normal
u0463,04:14 AM,4,0.77,anomaly
u0098,11:31 AM,11,0.2,normal
u0297,22:05 PM,22,0.87,anomaly
u0375,21:17 PM,21,0.88,anomaly
u0128,14:59 PM,14,0.28,normal
u0464,04:56 AM,4,0.76,anomaly
u0053,05:14 AM,5,1.0,anomaly
u0051,06:56 AM,6,0.8,anomaly
u0333,12:37 PM,12,0.11,normal
u0370,01:53 AM,1,0.58,anomaly
u0282,12:45 PM,12,0.29,normal
u0218,14:41 PM,14,0.25,normal
u0448,09:52 AM,9,0.07,normal
u0137,23:25 PM,23,0.75,anomaly
u0101,13:57 PM,13,0.24,normal
u0100,21:35 PM,21,0.93,anomaly
u0226,09:09 AM,9,0.29,normal
u0345,04:28 AM,4,0.6,anomaly
u0257,00:42 AM,0,0.94,anomaly
u0190,09:15 AM,9,0.14,normal
u0114,08:09 AM,8,0.22,normal
u0357,07:13 AM,7,0.77,anomaly
u0314,07:18 AM,7,0.87,anomaly
u0481,12:21 PM,12,0.35,normal
u0469,14:17 PM,14,0.05,normal
u0441,17:25 PM,17,0.18,normal
u0167,13:59 PM,13,0.29,normal
u0494,07:53 AM,7,0.78,anomaly
u0036,11:30 AM,11,0.15,normal
u0378,11:21 AM,11,0.2,normal
u0330,10:59 AM,10,0.16,normal
u0009,22:00 PM,22,0.72,anomaly
u0473,06:58 AM,6,0.76,anomaly
u0154,03:58 AM,3,0.91,anomaly
u0189,06:29 AM,6,0.94,anomaly
u0166,15:59 PM,15,0.08,normal
u0294,15:45 PM,15,0.13,normal
u0452,16:47 PM,16,0.28,normal
u0087,21:04 PM,21,0.85,anomaly
u0062,20:10 PM,20,0.73,anomaly
u0336,04:37 AM,4,0.87,anomaly
u0375,19:06 PM,19,0.79,anomaly
u0176,04:13 AM,4,0.82,anomaly
u0500,19:23 PM,19,0.91,anomaly
u0184,23:02 PM,23,0.76,anomaly
u0435,13:26 PM,13,0.1,normal
u0097,07:07 AM,7,0.68,anomaly
u0493,17:44 PM,17,0.18,normal
u0259,21:01 PM,21,0.84,anomaly
u0415,10:46 AM,10,0.24,normal
u0400,04:36 AM,4,0.93,anomaly
u0288,13:07 PM,13,0.3,normal
u0428,13:07 PM,13,0.23,normal
u0216,20:10 PM,20,0.69,anomaly
u0349,01:29 AM,1,0.74,anomaly
u0196,15:29 PM,15,0.16,normal
u0487,17:00 PM,17,0.2,normal
u0497,22:51 PM,22,0.72,anomaly
u0333,03:03 AM,3,0.77,anomaly
u0122,01:53 AM,1,0.76,anomaly
u0364,00:50 AM,0,0.82,anomaly
u0487,22:43 PM,22,0.79,anomaly
u0428,03:38 AM,3,0.8,anomaly
u0016,15:14 PM,15,0.11,normal
u0474,01:57 AM,1,0.73,anomaly
u0054,21:58 PM,21,0.56,anomaly
u0387,15:23 PM,15,0.23,normal
u0083,12:13 PM,12,0.31,normal
u0161,09:59 AM,9,0.2,normal
u0021,00:34 AM,0,0.85,anomaly
u0393,01:45 AM,1,0.73,anomaly
u0351,22:50 PM,22,0.96,anomaly
u0047,19:45 PM,19,0.81,anomaly
u0476,22:57 PM,22,0.88,anomaly
u0482,03:22 AM,3,0.89,anomaly
u0232,16:43 PM,16,0.08,normal
u0078,04:11 AM,4,0.72,anomaly
u0477,03:40 AM,3,0.66,anomaly
u0320,16:04 PM,16,0.25,normal
u0328,10:56 AM,10,0.0,normal
u0406,06:43 AM,6,0.88,anomaly
u0316,15:53 PM,15,0.22,normal
u0276,14:34 PM,14,0.23,normal
u0168,17:23 PM,17,0.07,normal
u0376,21:04 PM,21,0.86,anomaly
u0399,09:12 AM,9,0.26,normal
u0133,12:18 PM,12,0.12,normal
u0249,02:12 AM,2,0.91,anomaly
u0191,12:58 PM,12,0.15,normal
u0458,22:55 PM,22,0.81,anomaly
u0150,04:27 AM,4,0.65,anomaly
u0187,17:02 PM,17,0.34,normal
u0214,08:46 AM,8,0.08,normal
u0330,21:59 PM,21,0.72,anomaly
u0172,09:45 AM,9,0.34,normal
u0003,06:42 AM,6,0.85,anomaly
u0076,09:16 AM,9,0.28,normal
u0056,22:04 PM,22,0.82,anomaly
u0475,22:49 PM,22,0.74,anomaly
u0214,16:47 PM,16,0.12,normal
u0012,02:59 AM,2,0.56,anomaly
u0276,00:14 AM,0,0.66,anomaly
u0025,15:36 PM,15,0.11,normal
u0212,04:59 AM,4,0.75,anomaly
u0103,20:00 PM,20,0.77,anomaly
u0311,19:34 PM,19,0.76,anomaly
u0319,10:51 AM,10,0.31,normal
u0206,06:06 AM,6,0.79,anomaly
u0267,20:25 PM,20,0.9,anomaly
u0443,03:06 AM,3,0.86,anomaly
u0228,21:11 PM,21,0.78,anomaly
u0485,17:49 PM,17,0.22,normal
u0064,09:11 AM,9,0.22,normal
u0057,13:15 PM,13,0.24,normal
u0417,23:56 PM,23,0.85,anomaly
u0261,23:29 PM,23,0.76,anomaly
u0383,10:44 AM,10,0.11,normal
u0255,18:13 PM,18,0.3,normal
u0260,00:36 AM,0,0.96,anomaly
u0404,06:24 AM,6,0.94,anomaly
u0304,06:37 AM,6,0.79,anomaly
u0379,04:41 AM,4,0.87,anomaly
u0046,22:18 PM,22,0.89,anomaly
u0093,11:22 AM,11,0.28,normal
u0410,22:29 PM,22,0.61,anomaly
u0264,15:59 PM,15,0.21,normal
u0349,05:48 AM,5,0.84,anomaly
u0023,15:23 PM,15,0.14,normal
u0009,18:23 PM,18,0.15,normal
u0365,12:48 PM,12,0.21,normal
u0416,12:34 PM,12,0.2,normal
u0422,19:37 PM,19,1.0,anomaly
u0180,11:45 AM,11,0.06,normal
u0348,21:21 PM,21,0.85,anomaly
u0484,02:04 AM,2,0.6,anomaly
u0179,01:52 AM,1,0.9,anomaly
u0383,10:43 AM,10,0.0,normal
u0062,13:21 PM,13,0.33,normal
u0355,03:31 AM,3,0.79,anomaly
u0015,10:40 AM,10,0.05,normal
u0243,14:59 PM,14,0.29,normal
u0093,10:13 AM,10,0.17,normal
u0417,16:45 PM,16,0.08,normal
u0358,16:34 PM,16,0.17,normal
u0283,14:16 PM,14,0.2,normal
u0234,07:40 AM,7,0.74,anomaly
u0450,16:19 PM,16,0.18,normal
u0220,21:46 PM,21,0.92,anomaly
u0056,09:44 AM,9,0.35,normal
u0131,01:46 AM,1,0.76,anomaly
u0195,03:39 AM,3,0.91,anomaly
u0036,04:13 AM,4,0.84,anomaly
u0492,06:46 AM,6,0.78,anomaly
u0254,19:26 PM,19,0.77,anomaly
u0274,08:49 AM,8,0.23,normal
u0186,08:57 AM,8,0.22,normal
u0154,10:02 AM,10,0.19,normal
u0082,12:56 PM,12,0.22,normal
u0036,01:16 AM,1,0.93,anomaly
u0484,16:15 PM,16,0.2,normal
u0258,16:10 PM,16,0.24,normal
u0197,04:02 AM,4,0.67,anomaly
u0025,07:17 AM,7,0.87,anomaly
u0243,22:45 PM,22,0.76,anomaly
u0425,16:57 PM,16,0.12,normal
u0405,19:06 PM,19,0.96,anomaly
u0175,08:39 AM,8,0.13,normal
u0225,08:42 AM,8,0.44,normal
u0158,02:11 AM,2,0.72,anomaly
u0306,00:49 AM,0,0.68,anomaly
u0346,16:31 PM,16,0.11,normal
u0207,14:48 PM,14,0.18,normal
u0152,15:41 PM,15,0.1,normal
u0090,16:37 PM,16,0.0,normal
u0285,13:13 PM,13,0.17,normal
u0368,20:59 PM,20,0.8,anomaly
u0335,03:26 AM,3,0.72,anomaly
u0240,02:43 AM,2,0.59,anomaly
u0220,15:49 PM,15,0.05,normal
u0386,12:15 PM,12,0.21,normal
u0233,09:55 AM,9,0.38,normal
u0255,00:30 AM,0,0.55,anomaly
u0064,08:22 AM,8,0.06,normal
u0334,14:40 PM,14,0.22,normal
u0007,21:33 PM,21,0.7,anomaly
u0118,01:16 AM,1,0.83,anomaly
u0172,11:36 AM,11,0.19,normal
u0305,22:54 PM,22,0.7,anomaly
u0429,12:22 PM,12,0.41,normal
u0275,15:57 PM,15,0.16,normal
u0026,00:13 AM,0,0.86,anomaly
u0407,01:25 AM,1,0.9,anomaly
u0251,18:30 PM,18,0.24,normal
u0052,18:53 PM,18,0.14,normal
u0435,04:26 AM,4,0.88,anomaly
u0498,14:23 PM,14,0.21,normal
u0418,07:48 AM,7,0.92,anomaly
u0424,16:32 PM,16,0.08,normal
u0042,00:06 AM,0,1.0,anomaly
u0230,06:35 AM,6,0.82,anomaly
u0065,20:09 PM,20,0.7,anomaly
u0054,20:54 PM,20,0.77,anomaly
u0239,03:26 AM,3,0.75,anomaly
u0201,08:51 AM,8,0.2,normal
u0442,04:09 AM,4,0.83,anomaly
u0284,05:21 AM,5,0.74,anomaly
u0036,18:22 PM,18,0.04,normal
u0369,15:03 PM,15,0.11,normal
u0007,11:14 AM,11,0.25,normal
u0286,17:00 PM,17,0.21,normal
u0323,14:05 PM,14,0.15,normal
u0173,12:45 PM,12,0.2,normal
u0023,04:11 AM,4,0.82,anomaly
u0306,17:37 PM,17,0.08,normal
u0082,20:34 PM,20,0.73,anomaly
u0055,02:05 AM,2,0.71,anomaly
u0203,23:46 PM,23,0.82,anomaly
u0358,16:29 PM,16,0.18,normal
u0223,04:37 AM,4,0.81,anomaly
u0300,13:41 PM,13,0.22,normal
u0192,11:10 AM,11,0.15,normal
u0376,06:48 AM,6,1.0,anomaly
u0418,01:54 AM,1,0.96,anomaly
u0405,18:48 PM,18,0.26,normal
u0013,01:25 AM,1,0.95,anomaly
u0052,22:55 PM,22,0.77,anomaly
u0419,00:18 AM,0,0.66,anomaly
